date,warehouse_id,sku,quantity_on_hand
2024-11-04,Perth WH,SKU-0056,3669
2024-11-05,WH03,SKU-0048,1490
2024-11-05,WH01,SKU-0058,3169
2024-11-05,WH01,SKU-0099,3355
2024-11-05,WH02,SKU-0060,1967
2024-11-05,Fremantle WH,SKU-0043,1242
2024-11-05,Kewdale WH,SKU-0059,1946
2024-11-05,WH01,SKU-0064,1603
2024-11-05,WH03,SKU-0089,161
2024-11-06,WH01,SKU-0046,3947
2024-11-06,WH01,SKU-0028,2911
2024-11-06,WH02,SKU-0033,1624
2024-11-06,WH03,SKU-0047,1590
2024-11-06,WH01,SKU-0001,4103
2024-11-06,WH01,SKU-0007,3569
2024-11-06,Fremantle WH,SKU-0094,497
2024-11-06,WH01,SKU-0026,4143
2024-11-07,WH02,SKU-0096,1453
2024-11-07,fremantle wh,SKU-0067,4735
2024-11-07,WH03,SKU-0099,3762
2024-11-07,kewdale wh,SKU-0015,4146
2024-11-07,WH03,SKU-0052,1329
2024-11-07,Fremantle WH,SKU-0050,2714
2024-11-07,fremantle wh,SKU-0043,3638
2024-11-07,Kewdale WH,SKU-0012,4273
2024-11-08,WH01,SKU-0055,4723
2024-11-08,Perth WH,SKU-0027,982
2024-11-08,kewdale wh,SKU-0094,2020
2024-11-08,WH01,SKU-0006,2226
2024-11-08,fremantle wh,SKU-0025,1300
2024-11-08,WH02,SKU-0019,4283
2024-11-08,perth wh,SKU-0015,2325
2024-11-08,kewdale wh,SKU-0008,3884
2024-11-09,Fremantle WH,SKU-0097,818
2024-11-09,fremantle wh,SKU-0027,2439
2024-11-09,Kewdale WH,SKU-0057,2529
2024-11-09,kewdale wh,SKU-0055,2866
2024-11-09,Kewdale WH,SKU-0067,3236
2024-11-09,WH02,SKU-0048,3724
2024-11-09,WH01,SKU-0087,4247
2024-11-09,kewdale wh,SKU-0090,3239
2024-11-10,kewdale wh,SKU-0047,801
2024-11-10,WH01,SKU-0087,908
2024-11-10,WH03,SKU-0071,4778
2024-11-10,Perth WH,SKU-0090,2749
2024-11-10,Kewdale WH,SKU-0081,289
2024-11-10,Kewdale WH,SKU-0079,4264
2024-11-10,Kewdale WH,SKU-0035,4799
2024-11-10,fremantle wh,SKU-0074,2188
2024-11-11,Kewdale WH,SKU-0080,841
2024-11-11,WH01,SKU-0040,4890
2024-11-11,Perth WH,SKU-0087,1062
2024-11-11,perth wh,SKU-0051,518
2024-11-11,fremantle wh,SKU-0025,785
2024-11-11,Fremantle WH,SKU-0041,2906
2024-11-11,WH01,SKU-0096,961
2024-11-11,WH03,SKU-0085,768
2024-11-12,Perth WH,SKU-0094,2478
2024-11-12,perth wh,SKU-0087,3731
2024-11-12,Kewdale WH,SKU-0020,2663
2024-11-12,Perth WH,SKU-0059,554
2024-11-12,WH02,SKU-0090,4110
2024-11-12,WH01,SKU-0069,4981
2024-11-12,WH03,SKU-0097,538
2024-11-12,Kewdale WH,SKU-0003,1300
2024-11-13,Kewdale WH,SKU-0007,1041
2024-11-13,WH01,SKU-0004,1617
2024-11-13,Fremantle WH,SKU-0083,1175
2024-11-13,WH02,SKU-0022,3373
2024-11-13,Kewdale WH,SKU-0023,4669
2024-11-13,Kewdale WH,SKU-0036,4169
2024-11-13,kewdale wh,SKU-0003,1663
2024-11-13,Kewdale WH,SKU-0075,4382
2024-11-14,Kewdale WH,SKU-0038,4355
2024-11-14,Perth WH,SKU-0026,3364
2024-11-14,fremantle wh,SKU-0084,4603
2024-11-14,WH02,SKU-0040,435
2024-11-14,kewdale wh,SKU-0094,4247
2024-11-14,Perth WH,SKU-0074,3688
2024-11-14,WH01,SKU-0073,1427
2024-11-14,WH01,SKU-0086,3188
2024-11-15,WH01,SKU-0093,2200
2024-11-15,kewdale wh,SKU-0053,4953
2024-11-15,perth wh,SKU-0019,2303
2024-11-15,WH01,SKU-0066,4027
2024-11-15,WH02,SKU-0002,2060
2024-11-15,Perth WH,SKU-0036,1938
2024-11-15,WH02,SKU-0099,1043
2024-11-15,WH02,SKU-0003,733
2024-11-16,fremantle wh,SKU-0010,2532
2024-11-16,WH02,SKU-0025,2473
2024-11-16,Fremantle WH,SKU-0044,1114
2024-11-16,WH02,SKU-0003,2341
2024-11-16,perth wh,SKU-0047,4515
2024-11-16,kewdale wh,SKU-0070,96
2024-11-16,Perth WH,SKU-0005,3375
2024-11-16,WH03,SKU-0064,1502
2024-11-17,perth wh,SKU-0032,4110
2024-11-17,WH01,SKU-0052,828
2024-11-17,kewdale wh,SKU-0064,1651
2024-11-17,WH01,SKU-0001,3725
2024-11-17,Fremantle WH,SKU-0013,281
2024-11-17,WH02,SKU-0047,2183
2024-11-17,Perth WH,SKU-0027,1273
2024-11-17,WH03,SKU-0002,1919
2024-11-18,WH01,SKU-0044,1479
2024-11-18,Perth WH,SKU-0058,3483
2024-11-18,kewdale wh,SKU-0080,742
2024-11-18,perth wh,SKU-0100,3492
2024-11-18,WH02,SKU-0001,477
2024-11-18,WH03,SKU-0066,770
2024-11-18,WH01,SKU-0064,2677
2024-11-18,fremantle wh,SKU-0023,2339
2024-11-19,kewdale wh,SKU-0068,4951
2024-11-19,WH02,SKU-0027,1043
2024-11-19,perth wh,SKU-0061,131
2024-11-19,WH03,SKU-0029,1505
2024-11-19,WH02,SKU-0041,2966
2024-11-19,WH03,SKU-0006,2154
2024-11-19,fremantle wh,SKU-0063,994
2024-11-19,fremantle wh,SKU-0019,211
2024-11-20,WH01,SKU-0007,106
2024-11-20,Kewdale WH,SKU-0009,4094
2024-11-20,Fremantle WH,SKU-0037,4956
2024-11-20,Kewdale WH,SKU-0038,2465
2024-11-20,WH03,SKU-0004,1462
2024-11-20,WH02,SKU-0088,397
2024-11-20,Perth WH,SKU-0056,3640
2024-11-20,Kewdale WH,SKU-0085,4443
2024-11-21,Fremantle WH,SKU-0051,1775
2024-11-21,kewdale wh,SKU-0050,2767
2024-11-21,Kewdale WH,SKU-0054,3372
2024-11-21,Kewdale WH,SKU-0004,798
2024-11-21,Kewdale WH,SKU-0015,3003
2024-11-21,WH02,SKU-0019,1254
2024-11-21,WH03,SKU-0095,314
2024-11-21,perth wh,SKU-0072,962
2024-11-22,kewdale wh,SKU-0083,1495
2024-11-22,WH01,SKU-0096,3899
2024-11-22,Kewdale WH,SKU-0068,470
2024-11-22,Perth WH,SKU-0054,302
2024-11-22,kewdale wh,SKU-0068,3605
2024-11-22,WH01,SKU-0041,2831
2024-11-22,WH01,SKU-0016,86
2024-11-22,perth wh,SKU-0040,2417
2024-11-23,Perth WH,SKU-0022,972
2024-11-23,WH01,SKU-0085,2492
2024-11-23,WH01,SKU-0027,1712
2024-11-23,Kewdale WH,SKU-0079,3996
2024-11-23,kewdale wh,SKU-0093,180
2024-11-23,Fremantle WH,SKU-0073,1236
2024-11-23,kewdale wh,SKU-0048,2862
2024-11-23,fremantle wh,SKU-0036,55
2024-11-24,kewdale wh,SKU-0059,1763
2024-11-24,kewdale wh,SKU-0049,4234
2024-11-24,kewdale wh,SKU-0087,3332
2024-11-24,Perth WH,SKU-0021,2697
2024-11-24,Perth WH,SKU-0100,4032
2024-11-24,WH02,SKU-0051,4563
2024-11-24,Fremantle WH,SKU-0095,291
2024-11-24,WH01,SKU-0054,3579
2024-11-25,WH02,SKU-0100,1996
2024-11-25,Perth WH,SKU-0055,3445
2024-11-25,Kewdale WH,SKU-0018,3834
2024-11-25,WH01,SKU-0049,1822
2024-11-25,fremantle wh,SKU-0058,106
2024-11-25,Fremantle WH,SKU-0093,3939
2024-11-25,WH01,SKU-0014,2504
2024-11-25,Fremantle WH,SKU-0056,2474
2024-11-26,WH01,SKU-0039,763
2024-11-26,fremantle wh,SKU-0097,3536
2024-11-26,fremantle wh,SKU-0004,1321
2024-11-26,Kewdale WH,SKU-0089,2458
2024-11-26,fremantle wh,SKU-0060,2901
2024-11-26,Fremantle WH,SKU-0061,3291
2024-11-26,kewdale wh,SKU-0030,165
2024-11-26,WH03,SKU-0040,1399
2024-11-27,fremantle wh,SKU-0032,676
2024-11-27,Perth WH,SKU-0074,4668
2024-11-27,Kewdale WH,SKU-0091,2471
2024-11-27,Perth WH,SKU-0072,4588
2024-11-27,fremantle wh,SKU-0087,2943
2024-11-27,Kewdale WH,SKU-0028,862
2024-11-27,WH01,SKU-0060,3811
2024-11-27,Fremantle WH,SKU-0035,1114
2024-11-28,WH02,SKU-0055,3382
2024-11-28,Fremantle WH,SKU-0065,748
2024-11-28,perth wh,SKU-0049,186
2024-11-28,WH02,SKU-0015,4766
2024-11-28,perth wh,SKU-0053,2506
2024-11-28,WH01,SKU-0091,3149
2024-11-28,kewdale wh,SKU-0100,1588
2024-11-28,perth wh,SKU-0069,651
2024-11-29,WH01,SKU-0067,3956
2024-11-29,WH02,SKU-0060,233
2024-11-29,WH02,SKU-0022,1507
2024-11-29,WH03,SKU-0083,1503
2024-11-29,Kewdale WH,SKU-0087,1222
2024-11-29,WH01,SKU-0064,1078
2024-11-29,fremantle wh,SKU-0037,4199
2024-11-29,WH02,SKU-0028,882
2024-11-30,fremantle wh,SKU-0042,3538
2024-11-30,WH01,SKU-0059,2849
2024-11-30,kewdale wh,SKU-0088,4956
2024-11-30,WH03,SKU-0037,820
2024-11-30,Kewdale WH,SKU-0020,1664
2024-11-30,perth wh,SKU-0074,4287
2024-11-30,Kewdale WH,SKU-0049,1207
2024-11-30,Fremantle WH,SKU-0078,3774
2024-12-01,WH01,SKU-0010,3713
2024-12-01,kewdale wh,SKU-0079,1110
2024-12-01,WH01,SKU-0090,939
2024-12-01,fremantle wh,SKU-0019,860
2024-12-01,WH03,SKU-0084,2596
2024-12-01,WH03,SKU-0047,1175
2024-12-01,WH01,SKU-0082,707
2024-12-01,WH01,SKU-0053,4490
2024-12-02,perth wh,SKU-0011,4786
2024-12-02,kewdale wh,SKU-0055,555
2024-12-02,Kewdale WH,SKU-0012,4238
2024-12-02,Fremantle WH,SKU-0086,2963
2024-12-02,Fremantle WH,SKU-0021,310
2024-12-02,fremantle wh,SKU-0010,137
2024-12-02,WH02,SKU-0095,2784
2024-12-02,WH01,SKU-0024,3971
2024-12-03,Fremantle WH,SKU-0055,2360
2024-12-03,Kewdale WH,SKU-0041,3618
2024-12-03,Fremantle WH,SKU-0081,1708
2024-12-03,fremantle wh,SKU-0015,1646
2024-12-03,Kewdale WH,SKU-0100,52
2024-12-03,WH03,SKU-0012,4219
2024-12-03,Fremantle WH,SKU-0019,1512
2024-12-03,WH01,SKU-0065,921
2024-12-04,fremantle wh,SKU-0025,1706
2024-12-04,kewdale wh,SKU-0080,1583
2024-12-04,fremantle wh,SKU-0006,3073
2024-12-04,Fremantle WH,SKU-0023,193
2024-12-04,WH01,SKU-0082,289
2024-12-04,Perth WH,SKU-0065,4296
2024-12-04,perth wh,SKU-0035,402
2024-12-04,Kewdale WH,SKU-0082,1113
2024-12-05,WH02,SKU-0053,3201
2024-12-05,perth wh,SKU-0039,2836
2024-12-05,WH01,SKU-0056,345
2024-12-05,WH02,SKU-0007,1630
2024-12-05,fremantle wh,SKU-0084,2677
2024-12-05,Perth WH,SKU-0067,1643
2024-12-05,Kewdale WH,SKU-0100,1511
2024-12-05,Perth WH,SKU-0080,2020
2024-12-06,WH02,SKU-0031,783
2024-12-06,perth wh,SKU-0021,141
2024-12-06,perth wh,SKU-0069,4986
2024-12-06,WH03,SKU-0020,983
2024-12-06,Perth WH,SKU-0017,4109
2024-12-06,WH03,SKU-0032,2159
2024-12-06,WH03,SKU-0089,1328
2024-12-06,Kewdale WH,SKU-0092,3623
2024-12-07,Fremantle WH,SKU-0062,2614
2024-12-07,Kewdale WH,SKU-0079,3843
2024-12-07,Perth WH,SKU-0092,1295
2024-12-07,WH02,SKU-0084,4234
2024-12-07,kewdale wh,SKU-0076,3018
2024-12-07,fremantle wh,SKU-0055,471
2024-12-07,kewdale wh,SKU-0070,298
2024-12-07,perth wh,SKU-0099,3525
2024-12-08,WH03,SKU-0063,3061
2024-12-08,WH03,SKU-0028,3911
2024-12-08,kewdale wh,SKU-0063,1647
2024-12-08,WH02,SKU-0074,593
2024-12-08,WH01,SKU-0016,64
2024-12-08,Kewdale WH,SKU-0023,2664
2024-12-08,fremantle wh,SKU-0071,1432
2024-12-08,kewdale wh,SKU-0088,2324
2024-12-09,WH02,SKU-0092,4093
2024-12-09,WH03,SKU-0041,3542
2024-12-09,fremantle wh,SKU-0009,1054
2024-12-09,WH03,SKU-0063,1861
2024-12-09,perth wh,SKU-0020,808
2024-12-09,WH02,SKU-0093,1584
2024-12-09,WH01,SKU-0100,2316
2024-12-09,WH03,SKU-0049,4509
2024-12-10,fremantle wh,SKU-0032,2910
2024-12-10,Perth WH,SKU-0054,2916
2024-12-10,kewdale wh,SKU-0030,771
2024-12-10,Perth WH,SKU-0038,1395
2024-12-10,Perth WH,SKU-0015,927
2024-12-10,Fremantle WH,SKU-0024,2474
2024-12-10,Perth WH,SKU-0012,1512
2024-12-10,WH02,SKU-0081,1281
2024-12-11,Fremantle WH,SKU-0041,3755
2024-12-11,kewdale wh,SKU-0096,3469
2024-12-11,Fremantle WH,SKU-0094,811
2024-12-11,WH02,SKU-0009,4696
2024-12-11,kewdale wh,SKU-0032,466
2024-12-11,Fremantle WH,SKU-0018,2614
2024-12-11,fremantle wh,SKU-0076,4917
2024-12-11,Kewdale WH,SKU-0048,4467
2024-12-12,WH01,SKU-0044,2071
2024-12-12,kewdale wh,SKU-0040,3663
2024-12-12,WH02,SKU-0001,220
2024-12-12,WH01,SKU-0034,4542
2024-12-12,WH01,SKU-0066,1708
2024-12-12,Perth WH,SKU-0013,853
2024-12-12,Perth WH,SKU-0085,3339
2024-12-12,WH03,SKU-0090,1926
2024-12-13,WH01,SKU-0042,1547
2024-12-13,fremantle wh,SKU-0054,4025
2024-12-13,WH01,SKU-0013,4971
2024-12-13,kewdale wh,SKU-0047,1024
2024-12-13,fremantle wh,SKU-0087,123
2024-12-13,WH02,SKU-0069,272
2024-12-13,Perth WH,SKU-0029,2219
2024-12-13,WH03,SKU-0057,872
2024-12-14,WH01,SKU-0007,2189
2024-12-14,Fremantle WH,SKU-0039,363
2024-12-14,Fremantle WH,SKU-0098,3929
2024-12-14,Fremantle WH,SKU-0001,2658
2024-12-14,WH02,SKU-0016,3768
2024-12-14,kewdale wh,SKU-0021,4065
2024-12-14,WH01,SKU-0084,4579
2024-12-14,WH02,SKU-0068,3463
2024-12-15,WH01,SKU-0008,3196
2024-12-15,WH01,SKU-0057,4958
2024-12-15,Perth WH,SKU-0062,1240
2024-12-15,WH01,SKU-0100,3242
2024-12-15,WH01,SKU-0097,4522
2024-12-15,WH03,SKU-0009,3102
2024-12-15,kewdale wh,SKU-0093,173
2024-12-15,fremantle wh,SKU-0061,1484
2024-12-16,WH02,SKU-0095,2127
2024-12-16,kewdale wh,SKU-0053,2557
2024-12-16,perth wh,SKU-0070,312
2024-12-16,perth wh,SKU-0050,482
2024-12-16,WH01,SKU-0039,2538
2024-12-16,fremantle wh,SKU-0100,263
2024-12-16,Fremantle WH,SKU-0096,3528
2024-12-16,WH01,SKU-0018,4612
2024-12-17,Fremantle WH,SKU-0002,2775
2024-12-17,WH03,SKU-0080,4721
2024-12-17,Perth WH,SKU-0050,2161
2024-12-17,WH03,SKU-0061,429
2024-12-17,WH02,SKU-0010,115
2024-12-17,Kewdale WH,SKU-0030,1866
2024-12-17,kewdale wh,SKU-0088,3825
2024-12-17,Kewdale WH,SKU-0099,241
2024-12-18,Fremantle WH,SKU-0060,3595
2024-12-18,kewdale wh,SKU-0020,3750
2024-12-18,WH03,SKU-0099,2584
2024-12-18,Kewdale WH,SKU-0027,384
2024-12-18,fremantle wh,SKU-0037,2100
2024-12-18,WH01,SKU-0047,1921
2024-12-18,WH01,SKU-0042,2215
2024-12-18,Perth WH,SKU-0078,3156
2024-12-19,Fremantle WH,SKU-0055,2354
2024-12-19,Perth WH,SKU-0080,928
2024-12-19,perth wh,SKU-0055,2439
2024-12-19,Perth WH,SKU-0027,4528
2024-12-19,WH01,SKU-0069,620
2024-12-19,WH03,SKU-0011,329
2024-12-19,WH03,SKU-0098,2203
2024-12-19,perth wh,SKU-0022,4159
2024-12-20,perth wh,SKU-0017,907
2024-12-20,Perth WH,SKU-0044,4891
2024-12-20,perth wh,SKU-0065,4277
2024-12-20,WH01,SKU-0051,2513
2024-12-20,WH01,SKU-0018,1605
2024-12-20,Fremantle WH,SKU-0089,2572
2024-12-20,Perth WH,SKU-0028,95
2024-12-20,WH03,SKU-0085,3344
2024-12-21,WH03,SKU-0067,675
2024-12-21,Kewdale WH,SKU-0066,3774
2024-12-21,fremantle wh,SKU-0034,302
2024-12-21,WH01,SKU-0025,2174
2024-12-21,WH03,SKU-0056,2721
2024-12-21,Kewdale WH,SKU-0027,2891
2024-12-21,Kewdale WH,SKU-0006,3189
2024-12-21,WH02,SKU-0009,3803
2024-12-22,fremantle wh,SKU-0041,1152
2024-12-22,Kewdale WH,SKU-0079,1822
2024-12-22,fremantle wh,SKU-0071,4250
2024-12-22,Fremantle WH,SKU-0058,378
2024-12-22,Kewdale WH,SKU-0016,3937
2024-12-22,WH03,SKU-0023,2820
2024-12-22,Kewdale WH,SKU-0042,2974
2024-12-22,WH01,SKU-0010,1681
2024-12-23,perth wh,SKU-0039,1887
2024-12-23,WH03,SKU-0082,93
2024-12-23,Perth WH,SKU-0098,4694
2024-12-23,WH02,SKU-0014,1077
2024-12-23,fremantle wh,SKU-0065,3443
2024-12-23,perth wh,SKU-0081,1438
2024-12-23,WH01,SKU-0088,1319
2024-12-23,WH02,SKU-0073,2883
2024-12-24,Kewdale WH,SKU-0040,3160
2024-12-24,WH01,SKU-0054,3293
2024-12-24,Fremantle WH,SKU-0048,1774
2024-12-24,Fremantle WH,SKU-0043,53
2024-12-24,WH01,SKU-0058,3670
2024-12-24,fremantle wh,SKU-0009,137
2024-12-24,WH03,SKU-0089,240
2024-12-24,Kewdale WH,SKU-0027,1255
2024-12-25,kewdale wh,SKU-0032,3507
2024-12-25,fremantle wh,SKU-0087,2214
2024-12-25,perth wh,SKU-0049,3941
2024-12-25,fremantle wh,SKU-0068,2154
2024-12-25,WH01,SKU-0063,1043
2024-12-25,Kewdale WH,SKU-0025,4175
2024-12-25,WH01,SKU-0007,1426
2024-12-25,Fremantle WH,SKU-0013,4709
2024-12-26,WH02,SKU-0017,131
2024-12-26,kewdale wh,SKU-0054,4017
2024-12-26,Fremantle WH,SKU-0018,3847
2024-12-26,Kewdale WH,SKU-0094,3895
2024-12-26,perth wh,SKU-0098,3496
2024-12-26,WH03,SKU-0097,2431
2024-12-26,WH03,SKU-0083,512
2024-12-26,fremantle wh,SKU-0061,2469
2024-12-27,WH02,SKU-0076,1083
2024-12-27,Kewdale WH,SKU-0065,3059
2024-12-27,WH03,SKU-0081,2789
2024-12-27,WH01,SKU-0034,4898
2024-12-27,WH02,SKU-0032,3616
2024-12-27,Perth WH,SKU-0063,1398
2024-12-27,Fremantle WH,SKU-0009,4658
2024-12-27,fremantle wh,SKU-0087,2496
2024-12-28,WH02,SKU-0006,2286
2024-12-28,WH03,SKU-0082,184
2024-12-28,WH02,SKU-0084,3401
2024-12-28,WH01,SKU-0007,2320
2024-12-28,perth wh,SKU-0060,1393
2024-12-28,WH02,SKU-0071,3177
2024-12-28,Kewdale WH,SKU-0073,1420
2024-12-28,WH02,SKU-0070,3851
2024-12-29,perth wh,SKU-0020,1510
2024-12-29,WH03,SKU-0070,1783
2024-12-29,WH02,SKU-0007,4205
2024-12-29,WH02,SKU-0008,1455
2024-12-29,Perth WH,SKU-0037,2051
2024-12-29,Fremantle WH,SKU-0083,4370
2024-12-29,WH03,SKU-0038,3934
2024-12-29,Perth WH,SKU-0046,3297
2024-12-30,Perth WH,SKU-0016,1439
2024-12-30,WH01,SKU-0024,2448
2024-12-30,WH01,SKU-0033,2229
2024-12-30,WH01,SKU-0074,4079
2024-12-30,WH03,SKU-0045,3142
2024-12-30,WH01,SKU-0073,3434
2024-12-30,fremantle wh,SKU-0088,1247
2024-12-30,Perth WH,SKU-0099,3178
